id,area,section,level,question,question_en
646,Frontend,TypeScript,Middle,Как оптимизировать Node.js streams (advanced)?,How do you optimize Node.js streams (advanced)?
647,Frontend,TypeScript,Middle,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
648,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с transactions (advanced)?,What common mistakes are made when working with transactions (advanced)?
649,Frontend,TypeScript,Middle,Как indexes влияет на производительность (advanced)?,How does indexes affect performance (advanced)?
650,Frontend,TypeScript,Middle,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
651,Frontend,TypeScript,Middle,Что такое message queues (advanced)?,What is message queues (advanced)?
652,Frontend,TypeScript,Middle,Как работает microservices (advanced)?,How does microservices work (advanced)?
653,Frontend,TypeScript,Middle,Когда использовать JWT (advanced)?,When should you use JWT (advanced)?
654,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании Docker (advanced)?,What problems can arise when using Docker (advanced)?
655,Frontend,TypeScript,Middle,Как протестировать observability (advanced)?,How do you test observability (advanced)?
656,Frontend,TypeScript,Middle,Как оптимизировать system design (advanced)?,How do you optimize system design (advanced)?
657,Frontend,TypeScript,Middle,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
658,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с event loop (advanced)?,What common mistakes are made when working with event loop (advanced)?
659,Frontend,TypeScript,Middle,Как promises влияет на производительность (advanced)?,How does promises affect performance (advanced)?
660,Frontend,TypeScript,Middle,Приведите production-пример использования async/await.,Give a production example of using async/await.
661,Frontend,TypeScript,Middle,Что такое prototypes (advanced)?,What is prototypes (advanced)?
662,Frontend,TypeScript,Middle,Как работает TypeScript generics (advanced)?,How does TypeScript generics work (advanced)?
663,Frontend,TypeScript,Middle,Когда использовать accessibility (advanced)?,When should you use accessibility (advanced)?
664,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании CSS Grid (advanced)?,What problems can arise when using CSS Grid (advanced)?
665,Frontend,TypeScript,Middle,Как протестировать HTTP caching (advanced)?,How do you test HTTP caching (advanced)?
666,Frontend,TypeScript,Middle,Как оптимизировать CORS (advanced)?,How do you optimize CORS (advanced)?
667,Frontend,TypeScript,Middle,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
668,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с state management (advanced)?,What common mistakes are made when working with state management (advanced)?
669,Frontend,TypeScript,Middle,Как SSR влияет на производительность (advanced)?,How does SSR affect performance (advanced)?
670,Frontend,TypeScript,Middle,Приведите production-пример использования testing.,Give a production example of using testing.
671,Frontend,TypeScript,Middle,Что такое XSS (advanced)?,What is XSS (advanced)?
672,Frontend,TypeScript,Middle,Как работает Node.js streams (advanced)?,How does Node.js streams work (advanced)?
673,Frontend,TypeScript,Middle,Когда использовать REST API (advanced)?,When should you use REST API (advanced)?
674,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании transactions (advanced)?,What problems can arise when using transactions (advanced)?
675,Frontend,TypeScript,Middle,Как протестировать indexes (advanced)?,How do you test indexes (advanced)?
676,Frontend,TypeScript,Senior,Как оптимизировать Redis caching (advanced)?,How do you optimize Redis caching (advanced)?
677,Frontend,TypeScript,Senior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
678,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с microservices (advanced)?,What common mistakes are made when working with microservices (advanced)?
679,Frontend,TypeScript,Senior,Как JWT влияет на производительность (advanced)?,How does JWT affect performance (advanced)?
680,Frontend,TypeScript,Senior,Приведите production-пример использования Docker.,Give a production example of using Docker.
681,Frontend,TypeScript,Senior,Что такое observability (advanced)?,What is observability (advanced)?
682,Frontend,TypeScript,Senior,Как работает system design (advanced)?,How does system design work (advanced)?
683,Frontend,TypeScript,Senior,Когда использовать closures (advanced)?,When should you use closures (advanced)?
684,Frontend,TypeScript,Senior,Какие проблемы возникают при использовании event loop (advanced)?,What problems can arise when using event loop (advanced)?
685,Frontend,TypeScript,Senior,Как протестировать promises (advanced)?,How do you test promises (advanced)?
686,Frontend,TypeScript,Senior,Как оптимизировать async/await (advanced)?,How do you optimize async/await (advanced)?
687,Frontend,TypeScript,Senior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
688,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с TypeScript generics (advanced)?,What common mistakes are made when working with TypeScript generics (advanced)?
689,Frontend,TypeScript,Senior,Как accessibility влияет на производительность (advanced)?,How does accessibility affect performance (advanced)?
690,Frontend,TypeScript,Senior,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
691,Frontend,TypeScript,Senior,Что такое HTTP caching (advanced)?,What is HTTP caching (advanced)?
692,Frontend,TypeScript,Senior,Как работает CORS (advanced)?,How does CORS work (advanced)?
693,Frontend,TypeScript,Senior,Когда использовать React hooks (advanced)?,When should you use React hooks (advanced)?
694,Frontend,TypeScript,Senior,Какие проблемы возникают при использовании state management (advanced)?,What problems can arise when using state management (advanced)?
695,Frontend,TypeScript,Senior,Как протестировать SSR (advanced)?,How do you test SSR (advanced)?
696,Frontend,TypeScript,Senior,Как оптимизировать testing (advanced)?,How do you optimize testing (advanced)?
697,Frontend,TypeScript,Senior,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
698,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с Node.js streams (advanced)?,What common mistakes are made when working with Node.js streams (advanced)?
699,Frontend,TypeScript,Senior,Как REST API влияет на производительность (advanced)?,How does REST API affect performance (advanced)?
700,Frontend,TypeScript,Senior,Приведите production-пример использования transactions.,Give a production example of using transactions.
701,Frontend,HTML CSS Browser,Junior,Что такое indexes (advanced)?,What is indexes (advanced)?
702,Frontend,HTML CSS Browser,Junior,Как работает Redis caching (advanced)?,How does Redis caching work (advanced)?
703,Frontend,HTML CSS Browser,Junior,Когда использовать message queues (advanced)?,When should you use message queues (advanced)?
704,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании microservices (advanced)?,What problems can arise when using microservices (advanced)?
705,Frontend,HTML CSS Browser,Junior,Как протестировать JWT (advanced)?,How do you test JWT (advanced)?
706,Frontend,HTML CSS Browser,Junior,Как оптимизировать Docker (advanced)?,How do you optimize Docker (advanced)?
707,Frontend,HTML CSS Browser,Junior,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
708,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с system design (advanced)?,What common mistakes are made when working with system design (advanced)?
709,Frontend,HTML CSS Browser,Junior,Как closures влияет на производительность (advanced)?,How does closures affect performance (advanced)?
710,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования event loop.,Give a production example of using event loop.
711,Frontend,HTML CSS Browser,Junior,Что такое promises (advanced)?,What is promises (advanced)?
712,Frontend,HTML CSS Browser,Junior,Как работает async/await (advanced)?,How does async/await work (advanced)?
713,Frontend,HTML CSS Browser,Junior,Когда использовать prototypes (advanced)?,When should you use prototypes (advanced)?
714,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании TypeScript generics (advanced)?,What problems can arise when using TypeScript generics (advanced)?
715,Frontend,HTML CSS Browser,Junior,Как протестировать accessibility (advanced)?,How do you test accessibility (advanced)?
716,Frontend,HTML CSS Browser,Junior,Как оптимизировать CSS Grid (advanced)?,How do you optimize CSS Grid (advanced)?
717,Frontend,HTML CSS Browser,Junior,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
718,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с CORS (advanced)?,What common mistakes are made when working with CORS (advanced)?
719,Frontend,HTML CSS Browser,Junior,Как React hooks влияет на производительность (advanced)?,How does React hooks affect performance (advanced)?
720,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования state management.,Give a production example of using state management.
721,Frontend,HTML CSS Browser,Junior,Что такое SSR (advanced)?,What is SSR (advanced)?
722,Frontend,HTML CSS Browser,Junior,Как работает testing (advanced)?,How does testing work (advanced)?
723,Frontend,HTML CSS Browser,Junior,Когда использовать XSS (advanced)?,When should you use XSS (advanced)?
724,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании Node.js streams (advanced)?,What problems can arise when using Node.js streams (advanced)?
725,Frontend,HTML CSS Browser,Junior,Как протестировать REST API (advanced)?,How do you test REST API (advanced)?
726,Frontend,HTML CSS Browser,Junior,Как оптимизировать transactions (advanced)?,How do you optimize transactions (advanced)?
727,Frontend,HTML CSS Browser,Junior,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
728,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с Redis caching (advanced)?,What common mistakes are made when working with Redis caching (advanced)?
729,Frontend,HTML CSS Browser,Junior,Как message queues влияет на производительность (advanced)?,How does message queues affect performance (advanced)?
730,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования microservices.,Give a production example of using microservices.
731,Frontend,HTML CSS Browser,Middle,Что такое JWT (advanced)?,What is JWT (advanced)?
732,Frontend,HTML CSS Browser,Middle,Как работает Docker (advanced)?,How does Docker work (advanced)?
733,Frontend,HTML CSS Browser,Middle,Когда использовать observability (advanced)?,When should you use observability (advanced)?
734,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании system design (advanced)?,What problems can arise when using system design (advanced)?
735,Frontend,HTML CSS Browser,Middle,Как протестировать closures (advanced)?,How do you test closures (advanced)?
736,Frontend,HTML CSS Browser,Middle,Как оптимизировать event loop (advanced)?,How do you optimize event loop (advanced)?
737,Frontend,HTML CSS Browser,Middle,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
738,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с async/await (advanced)?,What common mistakes are made when working with async/await (advanced)?
739,Frontend,HTML CSS Browser,Middle,Как prototypes влияет на производительность (advanced)?,How does prototypes affect performance (advanced)?
740,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
741,Frontend,HTML CSS Browser,Middle,Что такое accessibility (advanced)?,What is accessibility (advanced)?
742,Frontend,HTML CSS Browser,Middle,Как работает CSS Grid (advanced)?,How does CSS Grid work (advanced)?
743,Frontend,HTML CSS Browser,Middle,Когда использовать HTTP caching (advanced)?,When should you use HTTP caching (advanced)?
744,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании CORS (advanced)?,What problems can arise when using CORS (advanced)?
745,Frontend,HTML CSS Browser,Middle,Как протестировать React hooks (advanced)?,How do you test React hooks (advanced)?
746,Frontend,HTML CSS Browser,Middle,Как оптимизировать state management (advanced)?,How do you optimize state management (advanced)?
747,Frontend,HTML CSS Browser,Middle,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
748,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с testing (advanced)?,What common mistakes are made when working with testing (advanced)?
749,Frontend,HTML CSS Browser,Middle,Как XSS влияет на производительность (advanced)?,How does XSS affect performance (advanced)?
750,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
751,Frontend,HTML CSS Browser,Middle,Что такое REST API (advanced)?,What is REST API (advanced)?
752,Frontend,HTML CSS Browser,Middle,Как работает transactions (advanced)?,How does transactions work (advanced)?
753,Frontend,HTML CSS Browser,Middle,Когда использовать indexes (advanced)?,When should you use indexes (advanced)?
754,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании Redis caching (advanced)?,What problems can arise when using Redis caching (advanced)?
755,Frontend,HTML CSS Browser,Middle,Как протестировать message queues (advanced)?,How do you test message queues (advanced)?
756,Frontend,HTML CSS Browser,Middle,Как оптимизировать microservices (advanced)?,How do you optimize microservices (advanced)?
757,Frontend,HTML CSS Browser,Middle,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
758,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с Docker (advanced)?,What common mistakes are made when working with Docker (advanced)?
759,Frontend,HTML CSS Browser,Middle,Как observability влияет на производительность (advanced)?,How does observability affect performance (advanced)?
760,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования system design.,Give a production example of using system design.
761,Frontend,HTML CSS Browser,Middle,Что такое closures (advanced)?,What is closures (advanced)?
762,Frontend,HTML CSS Browser,Middle,Как работает event loop (advanced)?,How does event loop work (advanced)?
763,Frontend,HTML CSS Browser,Middle,Когда использовать promises (advanced)?,When should you use promises (advanced)?
764,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании async/await (advanced)?,What problems can arise when using async/await (advanced)?
765,Frontend,HTML CSS Browser,Middle,Как протестировать prototypes (advanced)?,How do you test prototypes (advanced)?
766,Frontend,HTML CSS Browser,Middle,Как оптимизировать TypeScript generics (advanced)?,How do you optimize TypeScript generics (advanced)?
767,Frontend,HTML CSS Browser,Middle,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
768,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с CSS Grid (advanced)?,What common mistakes are made when working with CSS Grid (advanced)?
769,Frontend,HTML CSS Browser,Middle,Как HTTP caching влияет на производительность (advanced)?,How does HTTP caching affect performance (advanced)?
770,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования CORS.,Give a production example of using CORS.
771,Frontend,HTML CSS Browser,Middle,Что такое React hooks (advanced)?,What is React hooks (advanced)?
772,Frontend,HTML CSS Browser,Middle,Как работает state management (advanced)?,How does state management work (advanced)?
773,Frontend,HTML CSS Browser,Middle,Когда использовать SSR (advanced)?,When should you use SSR (advanced)?
774,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании testing (advanced)?,What problems can arise when using testing (advanced)?
775,Frontend,HTML CSS Browser,Middle,Как протестировать XSS (advanced)?,How do you test XSS (advanced)?
776,Frontend,HTML CSS Browser,Senior,Как оптимизировать Node.js streams (advanced)?,How do you optimize Node.js streams (advanced)?
777,Frontend,HTML CSS Browser,Senior,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
778,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с transactions (advanced)?,What common mistakes are made when working with transactions (advanced)?
779,Frontend,HTML CSS Browser,Senior,Как indexes влияет на производительность (advanced)?,How does indexes affect performance (advanced)?
780,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
781,Frontend,HTML CSS Browser,Senior,Что такое message queues (advanced)?,What is message queues (advanced)?
782,Frontend,HTML CSS Browser,Senior,Как работает microservices (advanced)?,How does microservices work (advanced)?
783,Frontend,HTML CSS Browser,Senior,Когда использовать JWT (advanced)?,When should you use JWT (advanced)?
784,Frontend,HTML CSS Browser,Senior,Какие проблемы возникают при использовании Docker (advanced)?,What problems can arise when using Docker (advanced)?
785,Frontend,HTML CSS Browser,Senior,Как протестировать observability (advanced)?,How do you test observability (advanced)?
786,Frontend,HTML CSS Browser,Senior,Как оптимизировать system design (advanced)?,How do you optimize system design (advanced)?
787,Frontend,HTML CSS Browser,Senior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
788,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с event loop (advanced)?,What common mistakes are made when working with event loop (advanced)?
789,Frontend,HTML CSS Browser,Senior,Как promises влияет на производительность (advanced)?,How does promises affect performance (advanced)?
790,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования async/await.,Give a production example of using async/await.
791,Frontend,HTML CSS Browser,Senior,Что такое prototypes (advanced)?,What is prototypes (advanced)?
792,Frontend,HTML CSS Browser,Senior,Как работает TypeScript generics (advanced)?,How does TypeScript generics work (advanced)?
793,Frontend,HTML CSS Browser,Senior,Когда использовать accessibility (advanced)?,When should you use accessibility (advanced)?
794,Frontend,HTML CSS Browser,Senior,Какие проблемы возникают при использовании CSS Grid (advanced)?,What problems can arise when using CSS Grid (advanced)?
795,Frontend,HTML CSS Browser,Senior,Как протестировать HTTP caching (advanced)?,How do you test HTTP caching (advanced)?
796,Frontend,HTML CSS Browser,Senior,Как оптимизировать CORS (advanced)?,How do you optimize CORS (advanced)?
797,Frontend,HTML CSS Browser,Senior,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
798,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с state management (advanced)?,What common mistakes are made when working with state management (advanced)?
799,Frontend,HTML CSS Browser,Senior,Как SSR влияет на производительность (advanced)?,How does SSR affect performance (advanced)?
800,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования testing.,Give a production example of using testing.
801,Frontend,React,Junior,Что такое XSS (advanced)?,What is XSS (advanced)?
802,Frontend,React,Junior,Как работает Node.js streams (advanced)?,How does Node.js streams work (advanced)?
803,Frontend,React,Junior,Когда использовать REST API (advanced)?,When should you use REST API (advanced)?
804,Frontend,React,Junior,Какие проблемы возникают при использовании transactions (advanced)?,What problems can arise when using transactions (advanced)?
805,Frontend,React,Junior,Как протестировать indexes (advanced)?,How do you test indexes (advanced)?
806,Frontend,React,Junior,Как оптимизировать Redis caching (advanced)?,How do you optimize Redis caching (advanced)?
807,Frontend,React,Junior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
808,Frontend,React,Junior,Какие ошибки часто допускают при работе с microservices (advanced)?,What common mistakes are made when working with microservices (advanced)?
809,Frontend,React,Junior,Как JWT влияет на производительность (advanced)?,How does JWT affect performance (advanced)?
810,Frontend,React,Junior,Приведите production-пример использования Docker.,Give a production example of using Docker.
811,Frontend,React,Junior,Что такое observability (advanced)?,What is observability (advanced)?
812,Frontend,React,Junior,Как работает system design (advanced)?,How does system design work (advanced)?
813,Frontend,React,Junior,Когда использовать closures (advanced)?,When should you use closures (advanced)?
814,Frontend,React,Junior,Какие проблемы возникают при использовании event loop (advanced)?,What problems can arise when using event loop (advanced)?
815,Frontend,React,Junior,Как протестировать promises (advanced)?,How do you test promises (advanced)?
816,Frontend,React,Junior,Как оптимизировать async/await (advanced)?,How do you optimize async/await (advanced)?
817,Frontend,React,Junior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
818,Frontend,React,Junior,Какие ошибки часто допускают при работе с TypeScript generics (advanced)?,What common mistakes are made when working with TypeScript generics (advanced)?
819,Frontend,React,Junior,Как accessibility влияет на производительность (advanced)?,How does accessibility affect performance (advanced)?
820,Frontend,React,Junior,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
821,Frontend,React,Junior,Что такое HTTP caching (advanced)?,What is HTTP caching (advanced)?
822,Frontend,React,Junior,Как работает CORS (advanced)?,How does CORS work (advanced)?
823,Frontend,React,Junior,Когда использовать React hooks (advanced)?,When should you use React hooks (advanced)?
824,Frontend,React,Junior,Какие проблемы возникают при использовании state management (advanced)?,What problems can arise when using state management (advanced)?
825,Frontend,React,Junior,Как протестировать SSR (advanced)?,How do you test SSR (advanced)?
826,Frontend,React,Junior,Как оптимизировать testing (advanced)?,How do you optimize testing (advanced)?
827,Frontend,React,Junior,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
828,Frontend,React,Junior,Какие ошибки часто допускают при работе с Node.js streams (advanced)?,What common mistakes are made when working with Node.js streams (advanced)?
829,Frontend,React,Junior,Как REST API влияет на производительность (advanced)?,How does REST API affect performance (advanced)?
830,Frontend,React,Junior,Приведите production-пример использования transactions.,Give a production example of using transactions.
831,Frontend,React,Middle,Что такое indexes (advanced)?,What is indexes (advanced)?
832,Frontend,React,Middle,Как работает Redis caching (advanced)?,How does Redis caching work (advanced)?
833,Frontend,React,Middle,Когда использовать message queues (advanced)?,When should you use message queues (advanced)?
834,Frontend,React,Middle,Какие проблемы возникают при использовании microservices (advanced)?,What problems can arise when using microservices (advanced)?
835,Frontend,React,Middle,Как протестировать JWT (advanced)?,How do you test JWT (advanced)?
836,Frontend,React,Middle,Как оптимизировать Docker (advanced)?,How do you optimize Docker (advanced)?
837,Frontend,React,Middle,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
838,Frontend,React,Middle,Какие ошибки часто допускают при работе с system design (advanced)?,What common mistakes are made when working with system design (advanced)?
839,Frontend,React,Middle,Как closures влияет на производительность (advanced)?,How does closures affect performance (advanced)?
840,Frontend,React,Middle,Приведите production-пример использования event loop.,Give a production example of using event loop.
841,Frontend,React,Middle,Что такое promises (advanced)?,What is promises (advanced)?
842,Frontend,React,Middle,Как работает async/await (advanced)?,How does async/await work (advanced)?
843,Frontend,React,Middle,Когда использовать prototypes (advanced)?,When should you use prototypes (advanced)?
844,Frontend,React,Middle,Какие проблемы возникают при использовании TypeScript generics (advanced)?,What problems can arise when using TypeScript generics (advanced)?
845,Frontend,React,Middle,Как протестировать accessibility (advanced)?,How do you test accessibility (advanced)?
846,Frontend,React,Middle,Как оптимизировать CSS Grid (advanced)?,How do you optimize CSS Grid (advanced)?
847,Frontend,React,Middle,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
848,Frontend,React,Middle,Какие ошибки часто допускают при работе с CORS (advanced)?,What common mistakes are made when working with CORS (advanced)?
849,Frontend,React,Middle,Как React hooks влияет на производительность (advanced)?,How does React hooks affect performance (advanced)?
850,Frontend,React,Middle,Приведите production-пример использования state management.,Give a production example of using state management.
851,Frontend,React,Middle,Что такое SSR (advanced)?,What is SSR (advanced)?
852,Frontend,React,Middle,Как работает testing (advanced)?,How does testing work (advanced)?
853,Frontend,React,Middle,Когда использовать XSS (advanced)?,When should you use XSS (advanced)?
854,Frontend,React,Middle,Какие проблемы возникают при использовании Node.js streams (advanced)?,What problems can arise when using Node.js streams (advanced)?
855,Frontend,React,Middle,Как протестировать REST API (advanced)?,How do you test REST API (advanced)?
856,Frontend,React,Middle,Как оптимизировать transactions (advanced)?,How do you optimize transactions (advanced)?
857,Frontend,React,Middle,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
858,Frontend,React,Middle,Какие ошибки часто допускают при работе с Redis caching (advanced)?,What common mistakes are made when working with Redis caching (advanced)?
859,Frontend,React,Middle,Как message queues влияет на производительность (advanced)?,How does message queues affect performance (advanced)?
860,Frontend,React,Middle,Приведите production-пример использования microservices.,Give a production example of using microservices.
861,Frontend,React,Middle,Что такое JWT (advanced)?,What is JWT (advanced)?
862,Frontend,React,Middle,Как работает Docker (advanced)?,How does Docker work (advanced)?
863,Frontend,React,Middle,Когда использовать observability (advanced)?,When should you use observability (advanced)?
864,Frontend,React,Middle,Какие проблемы возникают при использовании system design (advanced)?,What problems can arise when using system design (advanced)?
865,Frontend,React,Middle,Как протестировать closures (advanced)?,How do you test closures (advanced)?
866,Frontend,React,Middle,Как оптимизировать event loop (advanced)?,How do you optimize event loop (advanced)?
867,Frontend,React,Middle,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
868,Frontend,React,Middle,Какие ошибки часто допускают при работе с async/await (advanced)?,What common mistakes are made when working with async/await (advanced)?
869,Frontend,React,Middle,Как prototypes влияет на производительность (advanced)?,How does prototypes affect performance (advanced)?
870,Frontend,React,Middle,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
871,Frontend,React,Middle,Что такое accessibility (advanced)?,What is accessibility (advanced)?
872,Frontend,React,Middle,Как работает CSS Grid (advanced)?,How does CSS Grid work (advanced)?
873,Frontend,React,Middle,Когда использовать HTTP caching (advanced)?,When should you use HTTP caching (advanced)?
874,Frontend,React,Middle,Какие проблемы возникают при использовании CORS (advanced)?,What problems can arise when using CORS (advanced)?
875,Frontend,React,Middle,Как протестировать React hooks (advanced)?,How do you test React hooks (advanced)?
876,Frontend,React,Senior,Как оптимизировать state management (advanced)?,How do you optimize state management (advanced)?
877,Frontend,React,Senior,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
878,Frontend,React,Senior,Какие ошибки часто допускают при работе с testing (advanced)?,What common mistakes are made when working with testing (advanced)?
879,Frontend,React,Senior,Как XSS влияет на производительность (advanced)?,How does XSS affect performance (advanced)?
880,Frontend,React,Senior,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
881,Frontend,React,Senior,Что такое REST API (advanced)?,What is REST API (advanced)?
882,Frontend,React,Senior,Как работает transactions (advanced)?,How does transactions work (advanced)?
883,Frontend,React,Senior,Когда использовать indexes (advanced)?,When should you use indexes (advanced)?
884,Frontend,React,Senior,Какие проблемы возникают при использовании Redis caching (advanced)?,What problems can arise when using Redis caching (advanced)?
885,Frontend,React,Senior,Как протестировать message queues (advanced)?,How do you test message queues (advanced)?
886,Frontend,React,Senior,Как оптимизировать microservices (advanced)?,How do you optimize microservices (advanced)?
887,Frontend,React,Senior,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
888,Frontend,React,Senior,Какие ошибки часто допускают при работе с Docker (advanced)?,What common mistakes are made when working with Docker (advanced)?
889,Frontend,React,Senior,Как observability влияет на производительность (advanced)?,How does observability affect performance (advanced)?
890,Frontend,React,Senior,Приведите production-пример использования system design.,Give a production example of using system design.
891,Frontend,React,Senior,Что такое closures (advanced)?,What is closures (advanced)?
892,Frontend,React,Senior,Как работает event loop (advanced)?,How does event loop work (advanced)?
893,Frontend,React,Senior,Когда использовать promises (advanced)?,When should you use promises (advanced)?
894,Frontend,React,Senior,Какие проблемы возникают при использовании async/await (advanced)?,What problems can arise when using async/await (advanced)?
895,Frontend,React,Senior,Как протестировать prototypes (advanced)?,How do you test prototypes (advanced)?
896,Frontend,React,Senior,Как оптимизировать TypeScript generics (advanced)?,How do you optimize TypeScript generics (advanced)?
897,Frontend,React,Senior,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
898,Frontend,React,Senior,Какие ошибки часто допускают при работе с CSS Grid (advanced)?,What common mistakes are made when working with CSS Grid (advanced)?
899,Frontend,React,Senior,Как HTTP caching влияет на производительность (advanced)?,How does HTTP caching affect performance (advanced)?
900,Frontend,React,Senior,Приведите production-пример использования CORS.,Give a production example of using CORS.
901,Frontend,Next.js Performance Testing Security,Junior,Что такое React hooks (advanced)?,What is React hooks (advanced)?
902,Frontend,Next.js Performance Testing Security,Junior,Как работает state management (advanced)?,How does state management work (advanced)?
903,Frontend,Next.js Performance Testing Security,Junior,Когда использовать SSR (advanced)?,When should you use SSR (advanced)?
904,Frontend,Next.js Performance Testing Security,Junior,Какие проблемы возникают при использовании testing (advanced)?,What problems can arise when using testing (advanced)?
905,Frontend,Next.js Performance Testing Security,Junior,Как протестировать XSS (advanced)?,How do you test XSS (advanced)?
906,Frontend,Next.js Performance Testing Security,Junior,Как оптимизировать Node.js streams (advanced)?,How do you optimize Node.js streams (advanced)?
907,Frontend,Next.js Performance Testing Security,Junior,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
908,Frontend,Next.js Performance Testing Security,Junior,Какие ошибки часто допускают при работе с transactions (advanced)?,What common mistakes are made when working with transactions (advanced)?
909,Frontend,Next.js Performance Testing Security,Junior,Как indexes влияет на производительность (advanced)?,How does indexes affect performance (advanced)?
910,Frontend,Next.js Performance Testing Security,Junior,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
911,Frontend,Next.js Performance Testing Security,Junior,Что такое message queues (advanced)?,What is message queues (advanced)?
912,Frontend,Next.js Performance Testing Security,Junior,Как работает microservices (advanced)?,How does microservices work (advanced)?
913,Frontend,Next.js Performance Testing Security,Junior,Когда использовать JWT (advanced)?,When should you use JWT (advanced)?
914,Frontend,Next.js Performance Testing Security,Junior,Какие проблемы возникают при использовании Docker (advanced)?,What problems can arise when using Docker (advanced)?
915,Frontend,Next.js Performance Testing Security,Junior,Как протестировать observability (advanced)?,How do you test observability (advanced)?
916,Frontend,Next.js Performance Testing Security,Junior,Как оптимизировать system design (advanced)?,How do you optimize system design (advanced)?
